,text,setiment
817,"['yesterday', 'kaua', 'i', 'tour', 'helicopter', 'crash', 'deep', 'tragedy', 'seven', 'lives', 'feared', 'lost', 'must', 'confront', 'reality', 'hawai', 'i', 'third', 'time', 'one', 'year']",negative
818,"['j', 'p']",negative
819,"['joel', 'embid', 'a', 'great', 'pick', 'sixers', 'regret', 'passing', 'doug', 'mcermott', 'years', 'come']",negative
820,"['o', 'k', 'let', 'us', 'get', 'straight', 'anyone', 'take', 'questions', 'national', 'press', 'nearly', 'two', 'hours', 'respond', 'intelligently', 'grace', 'dignity', 'z', 'e', 'r', 'o', 'cognitive', 'challenges', 'n', 'o', 't', 'senile', 'requisite', 'stamina', 'smarts', 'lead', 'us']",neutral
821,"['trump', 'clue', 'replay', 'pittsburgh', 'it', 'transformed', 'cleaning', 'environment', 'it', 'went', 'old', 'industrial', 'city', 'high', 'tech', 'mecca']",negative
822,"['congrats', 'gov', 'wolf', 'c', 'd', 'c', 's', 'finding', 'pennsylvania', 'one', 'states', 'decline', 'corona', 'virus', 'cases', 'straight', 'days', 'strong', 'leadership', 'afraid', 'make', 'tough', 'unpopular', 'decisions', 'paid', 'us']",positive
823,"['the', 'happiest', 'dog', 'world', 'golden', 'retriever', 'maggie', 'died', 'today', 'full', 'tribute', ""d'albert"", 'seventeen', 'year', 'old', 'student', 'national', 'training', 'school', 'sullivan', 'principal', 'supervisor', 'composition', 'dept', 'winner', 'mendelssohn', 'scholarship', 'year']",positive
824,"['we', 'sorry', 'say', 'beloved', 'patriarch', 'passed', 'away', 'morning', 'peacefully', 'words', 'express', 'sadness', 'feel', 'kiss', 'head', 'goodnight', 'dad', 'we', 'love']",positive
825,"['my', 'heart', 'broken', 'gavin', 'brother', 'partner', 'crime', 'food', 'comic', 'conspirator', 'i', 'see', 'bit', 'gavin', 'tell', 'gang', 'i', 'seek', 'abit', 'betty', 'it']",negative
826,"['new', 'york', 'state', 'republican', 'chair', 'ed', 'cox', 'released', 'following', 'statement', 'blatantly', 'political', 'indictment', 'former', 'president', 'trump']",neutral
827,"['a', 'zeldin', 'led', 'independent', 'expenditure', 'fueled', 'red', 'wave', 'protesting', 'one', 'party', 'woke', 'progressive', 'government', 'albany', 'd', 'c', 'swept', 'e', 'v', 'e', 'r', 'y', 'y', 'county', 'a', 'record', 'g', 'o', 'p', 'congressional', 'also', 'g', 'o', 'o', 'p', 'legislative', 'candidates', 'office', 'hochul', 'pay', 'play', 'b', 'gov', 't', 'funded', 'campaign']",neutral
828,"['for', 'women', 'virginia', 'women', 'america', 'e', 'r', 'a', 'passed', 'house', 'equal', 'truly', 'means', 'equal']",positive
829,"['virginia', 'state', 'senate', 'seat', 'away', 'becoming', 'next', 'state', 'ban', 'abortion', 'we', 'must', 'take', 'back', 'house', 'majority', 'expand', 'majority', 'senate', 'protect', 'rights', 'women', 'across', 'commonwealth']",neutral
830,"['i', 'proud', 'endorse', 'pete', 'buttigieg', 'next', 'president', 'united', 'states', 'he', 'stands', 'everything', 'i', 'believe', 'he', 'right', 'refer', 'truly', 'shared', 'political', 'social', 'values']",positive
831,"['pete', 'buttigieg', 'endorsed', 'no', 'official', 'california', 'lt', 'gov', 'eleni', 'for', 'c', 'a', 'pete', 'buttieg', 'endorsed', 'california', 'lt', 'gov', 'jerry', 'pawlato']",neutral
832,"['elected', 'officials', 'labor', 'leaders', 'businesspeople', 'every', 'corner', 'c', 'a', 'team', 'kamala', 'she', 'highest', 'ranking', 'black', 'woman', 'class', 'testament', 'extraordinary', 'capabilities', 'dedication', 'work', 'he', 'also', 'made', 'close', 'loyal', 'friends', 'along', 'way']",positive
833,"['n', 'e', 'w', 'california', 'lt', 'gov', 'eleni', 'kounalakis', 'organized', 'call', 'c', 'a', 'elected', 'labor', 'leaders', 'biden', ""'s"", 'vetting', 'team', 'week', 'push', 'back', 'idea', 'harris', 'lacks', 'support', 'home', 'state', 'would', 'loyal', 'partner', 'twitter', 'user', 'jaffe', 'status']",neutral
834,"['i', 'begging', 'american', 'people', 'pay', 'attention', 'going', 'want', 'democracy', 'intact', 'children', 'children', ""'s"", 'children', 'generations', 'yet', 'unborn', 'got', 'guard', 'moment', 'watch']",neutral
835,"['i', 'signed', 'resolution', 'condemn', 'censure', 'adam', 'schiff', 'manufacturing', 'false', 'dialogue', 'p', 'o', 't', 'you', 's', 'president', 'zelensky', 'house', 'intelligence', 'committee', 'hearing', 'he', 'made', 'mockery', 'committee', 'step', 'chairman']",negative
836,"['thanks', 'donald', 'trump', 'e', 'v', 'e', 'r', 'y', 'o', 'e', 'for', 'outpouring', 'support', 'i', 'continue', 'work', 'hard', 'pursue', 'truth', 'behalf', 'constituents', 'radical', 'left', 'continue', 'sick', 'attacks', 'i', 'proud', 'represent', 'people', 'n', 'y']",positive
837,"['since', 'i', 'exposed', 'adam', 'schiff', 'radical', 'liberals', 'never', 'trumpers', 'launching', 'disgusting', 'attacks', 'attempt', 'silence', 'n', 'e', 'w', 's', 'f', 'l', 'a', 's', 'h']",negative
838,"['we', 'raised', 'k', 'm', 'i', 'n', 'e', 's', 't', 'h', 'a', 'n', 'y', 'o', 'you', 'help', 'us', 'get', 'k', 't', 'o', 'n', 'i', 'g', 'h', 'tgo', 'join', 'fight']",positive
839,"['i', 'signed', 'resolution', 'condemn', 'censure', 'adam', 'schiff', 'manufacturing', 'false', 'dialogue', 'p', 'o', 't', 'you', 's', 'president', 'zelensky', 'house', 'intelligence', 'committee', 'hearing', 'he', 'made', 'mockery', 'committee', 'step', 'chairman']",negative
840,"['thanks', 'donald', 'trump', 'e', 'v', 'e', 'r', 'y', 'o', 'e', 'for', 'outpouring', 'support', 'i', 'continue', 'work', 'hard', 'pursue', 'truth', 'behalf', 'constituents', 'radical', 'left', 'continue', 'sick', 'attacks', 'i', 'proud', 'represent', 'people', 'n', 'y']",positive
841,"['since', 'i', 'exposed', 'adam', 'schiff', 'radical', 'liberals', 'never', 'trumpers', 'launching', 'disgusting', 'attacks', 'attempt', 'silence', 'n', 'e', 'w', 's', 'f', 'l', 'a', 's', 'h']",negative
842,"['we', 'raised', 'k', 'm', 'i', 'n', 'e', 's', 't', 'h', 'a', 'n', 'y', 'o', 'you', 'help', 'us', 'get', 'k', 't', 'o', 'n', 'i', 'g', 'h', 'tgo', 'join', 'fight']",positive
843,"['enough', 'enough', 'house', 'oversight', 'committee', 'oversees', 'y', 'o', 'you', 's', 'postal', 'service', 'come', 'back', 'washington', 'soon', 'possible', 'hold', 'public', 'hearing', 'postmaster', 'general']",neutral
844,"['gov', 'gretchen', 'whitmer', 'done', 'nothing', 'stand', 'people', 'state', 'especially', 'front', 'line', 'health', 'providers', 'it', 'troubling', 'parents', 'people', 'going', 'i', 'feel', 'like', 'exposes', 'said']",negative
845,"['as', 'former', 'shia', 'militia', 'analyst', 'served', 'multiple', 'tours', 'iraq', 'worked', 'white', 'house', 'presidents', 'bush', 'obama', 'later', 'pentagon', 'i', 'participated', 'countless', 'conversations', 'respond', 'qassem', 'soleimani', 'violent', 'campaigns', 'across', 'region']",neutral
846,"['the', 'news', 'successful', 'hit', 'ayman', 'al', 'zawahiri', 'stopped', 'tracks', 'he', 'one', 'masterminds', 'deadliest', 'attacks', 'you', 's', 'g', 'cole', 'embassies', 'kenya', 'tanzania', 'supported', 'al', 'qaeda', 'europe']",negative
847,"['i', 'swore', 'oath', 'protect', 'defend', 'constitution', 'if', 'true', 'new', 'allegations', 'president', 'threat', 'national', 'security', 'constitute', 'impeachable', 'offense']",negative
848,"['i', 'received', 'call', 'tom', 'barrett', 'conceding', 'election', 'i', 'grateful', 'people', 'mid', 'michigan', 'support', 'tonight', 'i', 'invite', 'european', 'parliament', 'help', 'commission', 'ensure', 'enough', 'money', 'make', 'action', 'plan', 'reality', 'make', 'sure', 'genuinely', 'meets', 'needs', 'sugar', 'dependent', 'acp', 'countries', 'important', 'historical', 'relationship', 'relationship', 'want', 'carry', 'meaningfully', 'future', 'help', 'us', 'ensure', 'budgetary', 'allocation', 'sustained']",positive
849,"['there', 'decisions', 'life', 'made', 'based', 'know', 'bones', 'right', 'and', 'one', 'times']",neutral
850,"['if', 'tonight', 'news', 'true', 'michigan', 'state', 'law', 'banning', 'abortion', 'would', 'snap', 'back', 'effect', 'making', 'abortion', 'illegal', 'state', 'even', 'mom', 'die', 'raped', 'family', 'member', 'no', 'exceptions', 'no']",negative
851,"['militia', 'district']",neutral
852,"['enough', 'enough', 'house', 'oversight', 'committee', 'oversees', 'y', 'o', 'you', 's', 'postal', 'service', 'come', 'back', 'washington', 'soon', 'possible', 'hold', 'public', 'hearing', 'postmaster', 'general']",neutral
853,"['gov', 'gretchen', 'whitmer', 'done', 'nothing', 'stand', 'people', 'state', 'especially', 'front', 'line', 'health', 'providers', 'it', 'troubling', 'parents', 'people', 'going', 'i', 'feel', 'like', 'exposes', 'said']",negative
854,"['as', 'former', 'shia', 'militia', 'analyst', 'served', 'multiple', 'tours', 'iraq', 'worked', 'white', 'house', 'presidents', 'bush', 'obama', 'later', 'pentagon', 'i', 'participated', 'countless', 'conversations', 'respond', 'qassem', 'soleimani', 'violent', 'campaigns', 'across', 'region']",neutral
855,"['the', 'news', 'successful', 'hit', 'ayman', 'al', 'zawahiri', 'stopped', 'tracks', 'he', 'one', 'masterminds', 'deadliest', 'attacks', 'you', 's', 'g', 'cole', 'embassies', 'kenya', 'tanzania', 'supported', 'al', 'qaeda', 'europe']",negative
856,"['i', 'swore', 'oath', 'protect', 'defend', 'constitution', 'if', 'true', 'new', 'allegations', 'president', 'threat', 'national', 'security', 'constitute', 'impeachable', 'offense']",negative
857,"['i', 'received', 'call', 'tom', 'barrett', 'conceding', 'election', 'i', 'grateful', 'people', 'mid', 'michigan', 'support', 'tonight', 'i', 'invite', 'european', 'parliament', 'help', 'commission', 'ensure', 'enough', 'money', 'make', 'action', 'plan', 'reality', 'make', 'sure', 'genuinely', 'meets', 'needs', 'sugar', 'dependent', 'acp', 'countries', 'important', 'historical', 'relationship', 'relationship', 'want', 'carry', 'meaningfully', 'future', 'help', 'us', 'ensure', 'budgetary', 'allocation', 'sustained']",positive
858,"['there', 'decisions', 'life', 'made', 'based', 'know', 'bones', 'right', 'and', 'one', 'times']",neutral
859,"['if', 'tonight', 'news', 'true', 'michigan', 'state', 'law', 'banning', 'abortion', 'would', 'snap', 'back', 'effect', 'making', 'abortion', 'illegal', 'state', 'even', 'mom', 'die', 'raped', 'family', 'member', 'no', 'exceptions', 'no']",negative
860,"['militia', 'district']",neutral
861,"['i', 'ashamed', 'hear', 'members', 'party', 'attacking', 'integrity', 'f', 'b', 'i', 'agents', 'involved', 'recent', 'mara', 'lago', 'search', 'these', 'sickening', 'comments', 'put', 'lives', 'patriotic', 'public', 'servants', 'risk']",negative
862,"['as', 'heard', 'yesterday', 'w', 'h', 'counsel', 'pat', 'cippollone', 'significant', 'concerns', 'trump', 'jan', 'activities', 'it', 'time', 'mr', 'cippellone', 'testify', 'record', 'any', 'concerns', 'institutional', 'interests', 'prior', 'office', 'outweighed', 'need', 'testimony']",neutral
863,"['the', 'january', 'thth', 'select', 'committee', 'issued', 'conclusion', 'regarding', 'potential', 'criminal', 'referrals', 'we', 'announce', 'decision', 'appropriate', 'time']",neutral
864,"['russia', 'invaded', 'ukraine', 'biden', 'administration', 'allies', 'must', 'impose', 'full', 'set', 'crippling', 'sanctions']",negative
865,"['i', 'ashamed', 'hear', 'members', 'party', 'attacking', 'integrity', 'f', 'b', 'i', 'agents', 'involved', 'recent', 'mara', 'lago', 'search', 'these', 'sickening', 'comments', 'put', 'lives', 'patriotic', 'public', 'servants', 'risk']",negative
866,"['our', 'work', 'continues', 'fight', 'goes', 'big', 'dreams', 'never', 'die', 'from', 'bottom', 'heart', 'thank']",positive
867,"['on', 'first', 'wedding', 'anniversary', 'bruce', 'gave', 'single', 'rose', 'next', 'year', 'gave', 'two', 'next', 'years', 'three', 'and', 'see', 'long', 'married', 'years', 'today', 'happy', 'i', 'happy', 'anniversary', 'bruce']",positive
868,"['it', 'time', 'wealth', 'tax', 'america']",neutral
869,"['go', 'get', 'kamala', 'harris']",neutral
870,"['it', 'long', 'six', 'years', 'since', 'i', 'sat', 'chair', 'it', 'good', 'back', 'majority']",positive
871,"['the', 'president', 'united', 'states', 'defended', 'neo', 'nazis', 'blamed', 'condemn', 'racism', 'hate', 'this', 'sick']",negative
872,"['ruthie', 'friend', 'i', 'miss', 'terribly', 'the', 't', 'shirts', 'simply', 'labeled', 'briscoe']",negative
873,"['someone', 'murdered', 'neo', 'nazi', 'rally', 'today', 'happened', 'america', 'it', 'time', 'make', 'clear', 'stand', 'us']",negative
874,"['today', ""'s"", 'sham', 'hearing', 'holiday', 'days', 'election', 'day', 'c', 'o', 'v', 'i', 'd', 'outbreak', 'judiciary', 'committee', 'likely', 'exposed', 'chairman', 'get', 'tested', 'shows', 'far', 'g', 'o', 'p', 'go', 'steal', 'another', 'supreme', 'court', 'seat', 'courts', 'extremists']",negative
875,['istanbul'],negative
876,"['under', 'pressure', 'biden', 'american', 'air', 'air', 'air', 'fly', 'frontier', 'stop', 'charging', 'fees', 'families', 'sit', 'together']",neutral
877,"['dear', 'donald', 'trump', 'hire', 'new', 'lawyers', 'think', 'banning', 'muslims', 'constitutional', 'funding', 'black', 'colleges', 'unconstitutional']",negative
878,"['every', 'day', 'i', 'least', 'three', 'things', 'support', 'joe', 'biden', 'president', 'phone', 'bank', ""'s"", 'campaign', 'calls', 'g', 'o', 't', 'v', 'friends', 'family', 'is', 'hard', 'make', 'time', 'yes', 'it', 'possible', 'exhaustion', 'luxury', 'afford', 'dig', 'deep', 'join']",positive
879,"['para', 'petro', 'y', 'sus', 'seguidores', 'laughing', 'lot', 'definitely', 'de', 'uribista', 'es', 'cualquiera', 'que', 'sea', 'petrista']",neutral
880,"['votar', 'por', 'rodolfo', 'petrodemostr', 'laughing', 'lot', 'alcalda']",neutral
881,"['con', 'arrogancia', 'petro', 'le', 'dijo', 'varias', 'veces', 'en', 'el', 'debate', 'a', 'fajardo', 'que', 'saba', 'a', 'sumar', 'resulta', 'que', 'fajardi', 'tiene', 'un', 'ph', 'd', 'en', 'matem', 'ticas', 'hello', 'santo', 'profesor', 'universitario', 'du', 'matem', 'tamasse', 'es', 'petro', 'mucha', 'arrancia', 'princis']",neutral
882,"['un', 'nuvo', 'du', 'qui', 'que', 'disfrutar', 'subida', 'a', 'patios', 'con', 'algunos', 'gritos', 'des', 'desde', 'los', 'carros', 'de', 'quemado', 'extracto', 'de', 'zanahoria', 'y', 'pandeyuca', 'donde', 'el', 'gordo', 'listo', 'para', 'ayudarlea', 'fico', 'san', 'rocio']",neutral
883,"['petro', 'y', 'su', 'equipo', 'para', 'el', 'cambio', 'ernesto', 'samper', 'benedetti', 'roy', 'barreras', 'gustavo', 'bol', 'var', 'piedad', 'c', 'doba']",neutral
884,"['algunos', 'j', 'venes', 'con', 'visi', 'caricaturesca', 'del', 'mundo', 'possiblemente', 'no', 'tienen', 'presente', 'que', 'petro', 'estudi', 'en', 'una', 'universidad', 'privada', 'el', 'externado', 'mientras', 'que', 'rodolfo', 'estudien', 'laughing', 'lot', 'universidad', 'nacional']",neutral
885,"['para', 'petro', 'y', 'sus', 'seguidores', 'laughing', 'lot', 'definitely', 'de', 'uribista', 'es', 'cualquiera', 'que', 'sea', 'petrista']",neutral
886,"['votar', 'por', 'rodolfo', 'petrodemostr', 'laughing', 'lot', 'alcalda']",neutral
887,"['con', 'arrogancia', 'petro', 'le', 'dijo', 'varias', 'veces', 'en', 'el', 'debate', 'a', 'fajardo', 'que', 'saba', 'a', 'sumar', 'resulta', 'que', 'fajardi', 'tiene', 'un', 'ph', 'd', 'en', 'matem', 'ticas', 'hello', 'santo', 'profesor', 'universitario', 'du', 'matem', 'tamasse', 'es', 'petro', 'mucha', 'arrancia', 'princis']",neutral
888,"['un', 'nuvo', 'du', 'qui', 'que', 'disfrutar', 'subida', 'a', 'patios', 'con', 'algunos', 'gritos', 'des', 'desde', 'los', 'carros', 'de', 'quemado', 'extracto', 'de', 'zanahoria', 'y', 'pandeyuca', 'donde', 'el', 'gordo', 'listo', 'para', 'ayudarlea', 'fico', 'san', 'rocio']",neutral
889,"['petro', 'y', 'su', 'equipo', 'para', 'el', 'cambio', 'ernesto', 'samper', 'benedetti', 'roy', 'barreras', 'gustavo', 'bol', 'var', 'piedad', 'c', 'doba']",neutral
890,"['algunos', 'j', 'venes', 'con', 'visi', 'caricaturesca', 'del', 'mundo', 'possiblemente', 'no', 'tienen', 'presente', 'que', 'petro', 'estudi', 'en', 'una', 'universidad', 'privada', 'el', 'externado', 'mientras', 'que', 'rodolfo', 'estudien', 'laughing', 'lot', 'universidad', 'nacional']",neutral
891,"['they', 'want', 'believe', 'inflation', 'uncontrollable', 'act', 'nature', 'weather', 'controllable', 'acts', 'mankind']",neutral
892,"['militia', 'district']",neutral
893,"['who', 'would', 'rather', 'get', 'health', 'advice', 'peter', 'hotez']",neutral
894,"['i', 'directed', 'arlington', 'national', 'cemetery', 'safely', 'host', 'wreaths', 'across', 'america', 'we', 'appreciate', 'families', 'visitors', 'take', 'time', 'honor', 'remember', 'laid', 'rest', 'nation', 'hallowed', 'ground']",positive
895,"['there', 'confusion', 'issue', 'none', 'let', 'clear', 'i', 'expect', 'you', 's', 'army', 'leaders', 'stand', 'women', 'soldiers', 'unduly', 'attacked', 'disrespected']",negative
896,"['every', 'soldier', 'department', 'army', 'civilian', 'sworn', 'oath', 'support', 'defend', 'constitution', 'includes', 'right', 'people', 'peaceably', 'assemble', 'petition', 'government', 'redress', 'grievances', 'you', 's', 'army', 'you', 's', 'national', 'guard']",neutral
897,"['thank', 'next']",neutral
898,"['thank', 'president', 'donald', 'trump', 'patriots', 'original', 'content', 'appreciate', 'leadership', 'stopping', 'illegal', 'immigration', 'many', 'issues', 'i', 'grateful', 'support', 'marable', 'malcolm', 'x', 'p', 'he', 'explained', 'autobiography', 'muslim', ""'s"", 'x', 'symbolized', 'true', 'african', 'family', 'name', 'could', 'never', 'know']",positive
899,"['always', 'happy', 'see', 'friend', 'fellow', 'mayor', 'pete', 'buttigieg', 'he', 'dropped', 'good', 'talk', 'day', 'mayors', 'get', 'things', 'done']",positive
900,"['congratulations', 'dear', 'friend', 'next', 'vice', 'president', 'luciani', 'pope', 'john', 'paul', 'i', 'patti', 'smith', ""'s"", 'recitative', 'song', 'wave', 'luciani', 'wave', 'album', 'dedicated']",positive
901,"['we', 'lot', 'visitors', 'administration', 'laughing', 'lot', 'week', 'bernie', 'sanders', 'delivered', 'thoughtful', 'plan', 'federal', 'action', 'homelessness', 'we', 'need', 'everyone']",positive
902,"['as', 'nine', 'different', 'players', 'ten', 'awards', 'daniel', 'hoyle', 'repeat', 'time', 'winner']",neutral
903,"['we', 'caught']",neutral
904,"['b', 'r', 'e', 'a', 'k', 'i', 'n', 'g', 'missouri', 'supreme', 'court', 'orders', 'soros', 'funded', 'prosecutor', 'kim', 'gardner', 'turn', 'communications', 'george', 'soros', 'missouri', 'political', 'insiders', 'related', 'false', 'case', 'eric', 'greitens']",neutral
905,"['i', 'preferred', 'president', 'trump', ""'s"", 'tweets', 'gas', 'joe', 'biden', ""'s"", 'gaffes', 'gas']",neutral
906,"['b', 'r', 'e', 'a', 'k', 'i', 'n', 'g', 'ex', 'f', 'b', 'i', 'agent', 'william', 'don', 'tisaby', 'pleads', 'guilty', 'evidence', 'tampering', 'soros', 'funded', 'prosecutor', 'kim', 'gardner', ""'s"", 'false', 'case', 'governor', 'eric', 'greitens']",neutral
907,"['today', 'i', 'announced', 'i', 'sign', 'executive', 'order', 'requiring', 'hoosiers', 'wear', 'face', 'coverings', 'public', 'settings', 'beginning', 'monday']",neutral
908,"['indiana', 'city']",positive
909,"['wearing', 'face', 'mask', 'one', 'simplest', 'effective', 'ways', 'slow', 'spread', 'virus', 'but', 'need', 'everyone', 'part', 'keep', 'state', 'safe', 'that', 'asking', 'hoosiers', 'mask', 'speak', 'wearing', 'mask', 'save', 'lives', 'masked', 'heads', 'state', 'government']",neutral
910,"['governor', 'we', 'want', 'people', 'indiana', 'know', 'fully', 'support', 'decisions', 'administration', 'made', 'keep', 'indiana', 'opening', 'vice', 'president', 'mike', 'pence']",positive
911,"['today', 'i', 'announced', 'i', 'sign', 'executive', 'order', 'requiring', 'hoosiers', 'wear', 'face', 'coverings', 'public', 'settings', 'beginning', 'monday']",neutral
912,"['indiana', 'city']",positive
913,"['wearing', 'face', 'mask', 'one', 'simplest', 'effective', 'ways', 'slow', 'spread', 'virus', 'but', 'need', 'everyone', 'part', 'keep', 'state', 'safe', 'that', 'asking', 'hoosiers', 'mask', 'speak', 'wearing', 'mask', 'save', 'lives', 'masked', 'heads', 'state', 'government']",neutral
914,"['we', 'know', 'social', 'distancing', 'help', 'us', 'flatten', 'curve', 'here', 'familiar', 'faces', 'colts', 'reminding', 'stay', 'safe', 'keep', 'good', 'work']",positive
915,"['i', 'thrilled', 'president', 'signed', 'executive', 'order', 'focusing', 'skill', 'based', 'hiring', 'federal', 'agencies', 'in', 'indiana', 'partnered', 'join', 'skillful', 'encourage', 'skills', 'based', 'hiring', 'employers', 'able', 'fill', 'open', 'positions', 'faster', 'increase', 'diversity']",positive
916,"['go', 'indiana', 'football']",neutral
917,"['governor', 'we', 'want', 'people', 'indiana', 'know', 'fully', 'support', 'decisions', 'administration', 'made', 'keep', 'indiana', 'opening', 'vice', 'president', 'mike', 'pence']",positive
918,"['nope', 'not', 'letting', 'go', 'the', 'f', 'metal', 'semi', 'monocoque', 'fuselage', 'large', 'cantilever', 'shoulder', 'mounted', 'wing']",neutral
919,"['to', 'career', 'men', 'women', 'd', 'o', 'j', 'f', 'b', 'i', 'know', 'job', 'entails', 'be', 'strong', 'unafraid', 'duty', 'honor', 'country']",positive
920,"['to', 'fellow', 'democrats', 'wary', 'attacking', 'obama', 'record', 'build', 'expand', 'but', 'little', 'gained', 'party', 'attacking', 'successful', 'still', 'popular', 'democratic', 'president']",neutral
921,"['anotherugget', 'anthony', 'fauci', 'daughter', 'worked']",neutral
922,"['b', 'r', 'e', 'a', 'k', 'i', 'n', 'g', 'in', 'deposition', 'f', 'b', 'i', 'agent', 'elvis', 'chan', 'tuesday', 'found', 'f', 'b', 'b', 'i', 'plays', 'big', 'role', 'working', 'social', 'media', 'companies', 'censor', 'speech', 'weekly', 'meetings', 'social', 'media', 'companies', 'ahead', 'election', 'ask', 'account', 'takedowns']",neutral
923,"['i', 'know', 'anyone', 'antifa', 'i', 'fascism', 'donald', 'trump', 'fascist']",negative
924,"['i', 'done', 'listening', 'lectures', 'american', 'party', 'whose', 'kentucky', 'senator', 'blocked', 'bill', 'save', 'victims']",negative
925,"['dr', 'jill', 'biden', 'pass', 'on']",neutral
926,"['as', 'republican', 'i', 'ashamed', 'many', 'party', 'actively', 'perpetuated', 'falsehood', 'stolen', 'election', 'blamed', 'others', 'i', 'even', 'disheartened', 'many', 'party', 'knew', 'things', 'wrong', 'afraid', 'say', 'otherwise']",negative
927,"['yes', 'went', 'get', 'peanuts', 'rd', 'quarter', 'i', 'saw', 'arguing', 'kept', 'eyes', 'open', 'when', 'got', 'i', 'knew', 'could', 'get', 'bad', 'fast', 'the', 'melee', 'falling', 'top', 'us', 'unwelcome', 'surprise', 'unfortunately', 'one', 'seriously', 'hurt', 'never', 'got', 'peanuts']",negative
928,"['i', 'think', 'man', 'jumps', 'cover', 'woman', 'caught', 'middle', 'viral', 'fight', 'former', 'pennsylvania', 'auditor', 'general', 'eugene', 'de', 'pasquale', 'he', 'also', 'calls', 'security', 'around', 'abigail']",neutral
929,"['your', 'actions', 'last', 'night', 'house', 'floor', 'objecting', 'free', 'fair', 'election', 'attempt', 'overthrow', 'election', 'i', 'embarrassed', 'rep', 'scott', 'perry', 'represent', 'us', 'p', 'a']",negative
930,"['it', 'great', 'sadness', 'report', 'passing', 'former', 'indiana', 'first', 'lady', 'susan', 'bayh', 'susan', 'passed', 'away', 'last', 'night', 'age']",negative
931,"['this', 'morning', 'wife', 'susan', 'underwent', 'surgery', 'remove', 'brain', 'tumor', 'regrettably', 'tumor', 'malignant', 'glioblastoma', 'cancer', 'ted', 'kennedy', 'beau', 'biden', 'fought', 'john', 'mc', 'cain', 'currently', 'sen', 'evan', 'bayh', 'posts', 'pleasant']",negative
932,"['it', 'great', 'sadness', 'report', 'passing', 'former', 'indiana', 'first', 'lady', 'susan', 'bayh', 'susan', 'passed', 'away', 'last', 'night', 'age']",negative
933,"['this', 'morning', 'wife', 'susan', 'underwent', 'surgery', 'remove', 'brain', 'tumor', 'regrettably', 'tumor', 'malignant', 'glioblastoma', 'cancer', 'ted', 'kennedy', 'beau', 'biden', 'fought', 'john', 'mc', 'cain', 'currently', 'sen', 'evan', 'bayh', 'posts', 'pleasant']",negative
934,"['happy', 'birthday', 'rep', 'raskin', 'your', 'democratic', 'republic', 'appreciates']",positive
935,"['best', 'return', 'scene', 'crime']",neutral
936,"['marylanders', 'for', 'd', 'c', 'statehood']",neutral
937,"['you', 'heard', 'yang', 'gang', 'retweet', 'yang', 'surge', 'let', 'us', 'andrew', 'yang']",positive
938,"['i', 'proud', 'serve', 'national', 'campaign', 'co', 'chair', 'andrew', 'yang', 'president', 'his', 'historic', 'performance', 'proves', 'h', 'e', 'candidate', 'need', 'make', 'current', 'occupant', 'white', 'house', 'one', 'term', 'president', 'center', 'humanity', 'first', 'make', 'america', 'thinkharder', 'm', 'a', 't', 'h']",positive
939,"['a', 'word', 'fellow', 'principled', 'conservatives', 'republicans', 'voting', 'biden', 'mean', 'agree', 'every', 'position', 'holds', 'oppose', 'decisions', 'makes', 'president', 'it', 'means', 'prioritizing', 'constitution', 'truth', 'decency', 'election']",neutral
940,"['the', 'longer', 'pretend', 'mentally', 'ill', 'devastation', 'going', 'experience']",negative
941,"['it', 'brings', 'joy', 'say', 'g', 'o', 'p', 'become', 'anti', 'democracy', 'party']",negative
942,"['a', 'word', 'fellow', 'principled', 'conservatives', 'republicans', 'voting', 'biden', 'mean', 'agree', 'every', 'position', 'holds', 'oppose', 'decisions', 'makes', 'president', 'it', 'means', 'prioritizing', 'constitution', 'truth', 'decency', 'election']",neutral
943,"['the', 'longer', 'pretend', 'mentally', 'ill', 'devastation', 'going', 'experience']",negative
944,"['it', 'brings', 'joy', 'say', 'g', 'o', 'p', 'become', 'anti', 'democracy', 'party']",negative
945,"['a', 'word', 'fellow', 'principled', 'conservatives', 'republicans', 'voting', 'biden', 'mean', 'agree', 'every', 'position', 'holds', 'oppose', 'decisions', 'makes', 'president', 'it', 'means', 'prioritizing', 'constitution', 'truth', 'decency', 'election']",neutral
946,"['the', 'longer', 'pretend', 'mentally', 'ill', 'devastation', 'going', 'experience']",negative
947,"['it', 'brings', 'joy', 'say', 'g', 'o', 'p', 'become', 'anti', 'democracy', 'party']",negative
948,"['special', 'visit', 'today', 'great', 'friend', 'best', 'selling', 'author', 'luckily', 'i', 'freshly', 'laundered', 'pair', 'bill', 'clinton', 'socks', 'mark', 'occasion']",positive
949,"['not', 'sure', 'bill', 'clinton', 'barack', 'obama', 'i', 'would', 'sung', 'asked', 'thanks', 'supporting', 'america', 'appeal']",positive
950,"['my', 'grandfather', 'greatest', 'man', 'i', 'ever', 'knew', 'his', 'life', 'spanned', 'american', 'century', 'fought', 'world', 'war', 'i', 'i', 'impressed', 'tandem', 'wing', 'tailless', 'aircraft', 'rely', 'general', 'rule', 'achieve', 'stability', 'aft', 'surface', 'stabilising', 'one']",positive
